"Ser No / Item ID","Sec Cat/Part No / Part No / Category Code","Barcode / Barcode / QR Code","Nomenclature / Equipment Name","Category","Sub-Category","UOM / Unit of Measure (UOM)","Auth Qty / Authorized Qty","System Qty","Physical Qty","Serviceable","Unserviceable","Condition","Status","Repairable","Issued To","Issued By","Location / Store Room","Min Stock Level","Date of Entry / Last Updated","Date of Exit","Time Entry","Remarks"
"SER-1294","SKU-FI-1294","","Getac F110 Model 393 v4","Field Ops","Body Cams","Kit","23","23","23","23","0","Brand New","In Stock","Yes","Unassigned","ADM-101","IT Room 101","5","2026-08-29","N/A","02:27:00 AM","Sample item 294 barcode auto-assigned on import"
"SER-1295","SKU-AU-1295","","Aver Cam520 Pro Model 394 v5","Audio Visual","Conference Mics","Unit","24","24","24","24","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Service Bay 3","5","2026-08-29","N/A","02:27:00 AM","Sample item 295 barcode auto-assigned on import"
"SER-1296","SKU-PO-1296","","Enphase IQ8 Model 395 v1","Power & Energy","UPS Systems","Set","25","25","25","25","0","Operational","In Stock","Yes","Unassigned","ADM-101","Lab Alpha-4","5","2026-08-29","N/A","02:27:00 AM","Sample item 296 barcode auto-assigned on import"
"SER-1297","SKU-IN-1297","","Schneider Modicon Model 396 v2","Industrial Auto","Sensors","Pack","26","26","26","26","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Clean Room 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 297 barcode auto-assigned on import"
"SER-1298","SKU-FA-1298","","Honeywell Air Sensor Model 397 v3","Facility & Climate","Env Sensors","Piece","27","27","27","27","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Field Ops Station Delta","5","2026-08-29","N/A","02:27:00 AM","Sample item 298 barcode auto-assigned on import"
"SER-1299","SKU-RO-1299","","Skydio X2 Enterprise Model 398 v4","Robotics & Drones","Flight Controllers","Box","28","28","28","28","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Data Center West","5","2026-08-29","N/A","02:27:00 AM","Sample item 299 barcode auto-assigned on import"
"SER-1300","SKU-ME-1300","","Olympus CX23 Model 399 v5","Medical & Lab","Autoclaves","Kit","29","29","29","29","0","Operational","In Stock","Yes","Unassigned","ADM-101","Security Office","5","2026-08-29","N/A","02:27:00 AM","Sample item 300 barcode auto-assigned on import"
"SER-1301","SKU-CO-1301","","Dell Latitude Model 400 v1","Computing","Laptops","Unit","5","5","5","5","0","Good condition","Low Stock","Yes","Unassigned","ADM-101","Warehouse A-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 301 barcode auto-assigned on import"
"SER-1302","SKU-PE-1302","","Razer DeathAdder Model 401 v2","Peripherals","USB Hubs","Set","6","6","6","6","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Warehouse A-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 302 barcode auto-assigned on import"
"SER-1303","SKU-NE-1303","","TP-Link Omada Model 402 v3","Networking","Routers","Pack","7","7","7","7","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Warehouse B-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 303 barcode auto-assigned on import"
"SER-1304","SKU-OF-1304","","Epson WorkForce Pro Model 403 v4","Office Tech","3D Printers","Piece","8","8","8","8","0","Operational","In Stock","Yes","Unassigned","ADM-101","Warehouse B-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 304 barcode auto-assigned on import"
"SER-1305","SKU-SE-1305","","Axis Camera Model 404 v5","Security & Access","Access Control","Box","9","9","9","9","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Warehouse C-3","5","2026-08-29","N/A","02:27:00 AM","Sample item 305 barcode auto-assigned on import"
"SER-1306","SKU-FI-1306","","Axon Body 3 Model 405 v1","Field Ops","Rugged Tablets","Kit","10","10","10","10","0","Brand New","In Stock","Yes","Unassigned","ADM-101","HQ Floor 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 306 barcode auto-assigned on import"
"SER-1307","SKU-AU-1307","","Samsung Flip Pro Model 406 v2","Audio Visual","Soundbars","Unit","11","11","11","11","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","HQ Floor 4","5","2026-08-29","N/A","02:27:00 AM","Sample item 307 barcode auto-assigned on import"
"SER-1308","SKU-PO-1308","","Blue Sky Solar Model 407 v3","Power & Energy","Power Distribution","Set","12","12","12","12","0","Operational","In Stock","Yes","Unassigned","ADM-101","HQ Floor 7","5","2026-08-29","N/A","02:27:00 AM","Sample item 308 barcode auto-assigned on import"
"SER-1309","SKU-IN-1309","","Keyence Sensor Model 408 v4","Industrial Auto","Flow Meters","Pack","13","13","13","13","0","Good condition","In Stock","Yes","Unassigned","ADM-101","IT Room 101","5","2026-08-29","N/A","02:27:00 AM","Sample item 309 barcode auto-assigned on import"
"SER-1310","SKU-FA-1310","","Ecobee Smart Thermostat Model 409 v5","Facility & Climate","Dehumidifiers","Piece","14","14","14","14","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Service Bay 3","5","2026-08-29","N/A","02:27:00 AM","Sample item 310 barcode auto-assigned on import"
"SER-1311","SKU-RO-1311","","DJI Matrice 300 RTK Model 410 v1","Robotics & Drones","Inspection Drones","Box","15","15","15","15","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Lab Alpha-4","5","2026-08-29","N/A","02:27:00 AM","Sample item 311 barcode auto-assigned on import"
"SER-1312","SKU-ME-1312","","Mettler Toledo Balance Model 411 v2","Medical & Lab","Spectrophotometers","Kit","16","16","16","16","0","Operational","In Stock","Yes","Unassigned","ADM-101","Clean Room 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 312 barcode auto-assigned on import"
"SER-1313","SKU-CO-1313","","Asus ExpertBook Model 412 v3","Computing","Laptops","Unit","17","17","17","17","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Field Ops Station Delta","5","2026-08-29","N/A","02:27:00 AM","Sample item 313 barcode auto-assigned on import"
"SER-1314","SKU-PE-1314","","Logitech MX Master Model 413 v4","Peripherals","USB Hubs","Set","18","18","18","18","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Data Center West","5","2026-08-29","N/A","02:27:00 AM","Sample item 314 barcode auto-assigned on import"
"SER-1315","SKU-NE-1315","","FS.com 10G SFP+ Model 414 v5","Networking","Routers","Pack","19","19","19","19","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Security Office","5","2026-08-29","N/A","02:27:00 AM","Sample item 315 barcode auto-assigned on import"
"SER-1316","SKU-OF-1316","","Fellowes Powershred Model 415 v1","Office Tech","Printers","Piece","20","20","20","20","0","Operational","In Stock","Yes","Unassigned","ADM-101","Warehouse A-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 316 barcode auto-assigned on import"
"SER-1317","SKU-SE-1317","","ZKTeco Biometric Model 416 v2","Security & Access","Smart Locks","Box","21","21","21","21","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Warehouse A-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 317 barcode auto-assigned on import"
"SER-1318","SKU-FI-1318","","CipherLab RS35 Model 417 v3","Field Ops","Barcode Scanners","Kit","22","22","22","22","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Warehouse B-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 318 barcode auto-assigned on import"
"SER-1319","SKU-AU-1319","","Sony SRG-X400 Model 418 v4","Audio Visual","PTZ Cameras","Unit","23","23","23","23","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Warehouse B-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 319 barcode auto-assigned on import"
"SER-1320","SKU-PO-1320","","CyberPower OR2200LCD Model 419 v5","Power & Energy","Solar Inverters","Set","24","24","24","24","0","Operational","In Stock","Yes","Unassigned","ADM-101","Warehouse C-3","5","2026-08-29","N/A","02:27:00 AM","Sample item 320 barcode auto-assigned on import"
"SER-1321","SKU-IN-1321","","Siemens S7-1200 Model 420 v1","Industrial Auto","PLC Controllers","Pack","25","25","25","25","0","Good condition","In Stock","Yes","Unassigned","ADM-101","HQ Floor 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 321 barcode auto-assigned on import"
"SER-1322","SKU-FA-1322","","Sensaphone Remote Model 421 v2","Facility & Climate","Smart Thermostats","Piece","26","26","26","26","0","Brand New","In Stock","Yes","Unassigned","ADM-101","HQ Floor 4","5","2026-08-29","N/A","02:27:00 AM","Sample item 322 barcode auto-assigned on import"
"SER-1323","SKU-RO-1323","","Livox Mid-70 Model 422 v3","Robotics & Drones","Robotic Arms","Box","27","27","27","27","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","HQ Floor 7","5","2026-08-29","N/A","02:27:00 AM","Sample item 323 barcode auto-assigned on import"
"SER-1324","SKU-ME-1324","","Thermo Scientific Pico 17 Model 423 v4","Medical & Lab","Thermal Cyclers","Kit","28","28","28","28","0","Operational","In Stock","Yes","Unassigned","ADM-101","IT Room 101","5","2026-08-29","N/A","02:27:00 AM","Sample item 324 barcode auto-assigned on import"
"SER-1325","SKU-CO-1325","","Apple iMac Model 424 v5","Computing","Laptops","Unit","29","29","29","29","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Service Bay 3","5","2026-08-29","N/A","02:27:00 AM","Sample item 325 barcode auto-assigned on import"
"SER-1326","SKU-PE-1326","","Dell Thunderbolt Dock Model 425 v1","Peripherals","USB Hubs","Set","5","5","5","5","0","Brand New","Low Stock","Yes","Unassigned","ADM-101","Lab Alpha-4","5","2026-08-29","N/A","02:27:00 AM","Sample item 326 barcode auto-assigned on import"
"SER-1327","SKU-NE-1327","","Fortinet FortiGate 60F Model 426 v2","Networking","Routers","Pack","6","6","6","6","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Clean Room 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 327 barcode auto-assigned on import"
"SER-1328","SKU-OF-1328","","Zebra ZD421 Model 427 v3","Office Tech","Scanners","Piece","7","7","7","7","0","Operational","In Stock","Yes","Unassigned","ADM-101","Field Ops Station Delta","5","2026-08-29","N/A","02:27:00 AM","Sample item 328 barcode auto-assigned on import"
"SER-1329","SKU-SE-1329","","Yale Smart Lock Pro Model 428 v4","Security & Access","Intrusion Detectors","Box","8","8","8","8","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Data Center West","5","2026-08-29","N/A","02:27:00 AM","Sample item 329 barcode auto-assigned on import"
"SER-1330","SKU-FI-1330","","Honeywell Voyager Model 429 v5","Field Ops","Thermal Printers","Kit","9","9","9","9","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Security Office","5","2026-08-29","N/A","02:27:00 AM","Sample item 330 barcode auto-assigned on import"
"SER-1331","SKU-AU-1331","","Epson Pro EX10000 Model 430 v1","Audio Visual","Projectors","Unit","10","10","10","10","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Warehouse A-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 331 barcode auto-assigned on import"
"SER-1332","SKU-PO-1332","","Raritan PX3 Model 431 v2","Power & Energy","Battery Packs","Set","11","11","11","11","0","Operational","In Stock","Yes","Unassigned","ADM-101","Warehouse A-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 332 barcode auto-assigned on import"
"SER-1333","SKU-IN-1333","","Mitsubishi MELSEC Model 432 v3","Industrial Auto","HMI Panels","Pack","12","12","12","12","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Warehouse B-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 333 barcode auto-assigned on import"
"SER-1334","SKU-FA-1334","","Levoit Core 600S Model 433 v4","Facility & Climate","Access Floors","Piece","13","13","13","13","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Warehouse B-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 334 barcode auto-assigned on import"
"SER-1335","SKU-RO-1335","","MiR250 AGV Model 434 v5","Robotics & Drones","AGV Carts","Box","14","14","14","14","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Warehouse C-3","5","2026-08-29","N/A","02:27:00 AM","Sample item 335 barcode auto-assigned on import"
"SER-1336","SKU-ME-1336","","Bio-Rad T100 Model 435 v1","Medical & Lab","Centrifuges","Kit","15","15","15","15","0","Operational","In Stock","Yes","Unassigned","ADM-101","HQ Floor 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 336 barcode auto-assigned on import"
"SER-1337","SKU-CO-1337","","Lenovo ThinkPad Model 436 v2","Computing","Laptops","Unit","16","16","16","16","0","Good condition","In Stock","Yes","Unassigned","ADM-101","HQ Floor 4","5","2026-08-29","N/A","02:27:00 AM","Sample item 337 barcode auto-assigned on import"
"SER-1338","SKU-PE-1338","","CalDigit TS4 Model 437 v3","Peripherals","USB Hubs","Set","17","17","17","17","0","Brand New","In Stock","Yes","Unassigned","ADM-101","HQ Floor 7","5","2026-08-29","N/A","02:27:00 AM","Sample item 338 barcode auto-assigned on import"
"SER-1339","SKU-NE-1339","","Aruba Instant On Model 438 v4","Networking","Routers","Pack","18","18","18","18","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","IT Room 101","5","2026-08-29","N/A","02:27:00 AM","Sample item 339 barcode auto-assigned on import"
"SER-1340","SKU-OF-1340","","Fujitsu ScanSnap Model 439 v5","Office Tech","Shredders","Piece","19","19","19","19","0","Operational","In Stock","Yes","Unassigned","ADM-101","Service Bay 3","5","2026-08-29","N/A","02:27:00 AM","Sample item 340 barcode auto-assigned on import"
"SER-1341","SKU-SE-1341","","Hikvision 4K Dome Model 440 v1","Security & Access","Biometric Readers","Box","20","20","20","20","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Lab Alpha-4","5","2026-08-29","N/A","02:27:00 AM","Sample item 341 barcode auto-assigned on import"
"SER-1342","SKU-FI-1342","","TSC Alpha-3R Model 441 v2","Field Ops","Handheld GPS","Kit","21","21","21","21","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Clean Room 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 342 barcode auto-assigned on import"
"SER-1343","SKU-AU-1343","","Shure Stem Mic Model 442 v3","Audio Visual","Interactive Displays","Unit","22","22","22","22","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Field Ops Station Delta","5","2026-08-29","N/A","02:27:00 AM","Sample item 343 barcode auto-assigned on import"
"SER-1344","SKU-PO-1344","","Eaton 9PX UPS Model 443 v4","Power & Energy","Voltage Stabilizers","Set","23","23","23","23","0","Operational","In Stock","Yes","Unassigned","ADM-101","Data Center West","5","2026-08-29","N/A","02:27:00 AM","Sample item 344 barcode auto-assigned on import"
"SER-1345","SKU-IN-1345","","Yokogawa Flowmeter Model 444 v5","Industrial Auto","Servo Drives","Pack","24","24","24","24","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Security Office","5","2026-08-29","N/A","02:27:00 AM","Sample item 345 barcode auto-assigned on import"
"SER-1346","SKU-FA-1346","","Quest Dual 155 Model 445 v1","Facility & Climate","Air Purifiers","Piece","25","25","25","25","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Warehouse A-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 346 barcode auto-assigned on import"
"SER-1347","SKU-RO-1347","","Universal Robots UR5e Model 446 v2","Robotics & Drones","LIDAR Sensors","Box","26","26","26","26","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Warehouse A-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 347 barcode auto-assigned on import"
"SER-1348","SKU-ME-1348","","Hach DR3900 Model 447 v3","Medical & Lab","Digital Microscopes","Kit","27","27","27","27","0","Operational","In Stock","Yes","Unassigned","ADM-101","Warehouse B-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 348 barcode auto-assigned on import"
"SER-1349","SKU-CO-1349","","Dell Precision Model 448 v4","Computing","Laptops","Unit","28","28","28","28","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Warehouse B-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 349 barcode auto-assigned on import"
"SER-1350","SKU-PE-1350","","Anker PowerExpand Model 449 v5","Peripherals","USB Hubs","Set","29","29","29","29","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Warehouse C-3","5","2026-08-29","N/A","02:27:00 AM","Sample item 350 barcode auto-assigned on import"
"SER-1351","SKU-NE-1351","","Cisco Catalyst 9300 Model 450 v1","Networking","Routers","Pack","5","5","5","5","0","Inspected - Good","Low Stock","Yes","Unassigned","ADM-101","HQ Floor 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 351 barcode auto-assigned on import"
"SER-1352","SKU-OF-1352","","Creality Ender 3 Model 451 v2","Office Tech","Laminators","Piece","6","6","6","6","0","Operational","In Stock","Yes","Unassigned","ADM-101","HQ Floor 4","5","2026-08-29","N/A","02:27:00 AM","Sample item 352 barcode auto-assigned on import"
"SER-1353","SKU-SE-1353","","Bosch Motion Detector Model 452 v3","Security & Access","CCTV Cameras","Box","7","7","7","7","0","Good condition","In Stock","Yes","Unassigned","ADM-101","HQ Floor 7","5","2026-08-29","N/A","02:27:00 AM","Sample item 353 barcode auto-assigned on import"
"SER-1354","SKU-FI-1354","","Getac F110 Model 453 v4","Field Ops","Body Cams","Kit","8","8","8","8","0","Brand New","In Stock","Yes","Unassigned","ADM-101","IT Room 101","5","2026-08-29","N/A","02:27:00 AM","Sample item 354 barcode auto-assigned on import"
"SER-1355","SKU-AU-1355","","Aver Cam520 Pro Model 454 v5","Audio Visual","Conference Mics","Unit","9","9","9","9","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Service Bay 3","5","2026-08-29","N/A","02:27:00 AM","Sample item 355 barcode auto-assigned on import"
"SER-1356","SKU-PO-1356","","Enphase IQ8 Model 455 v1","Power & Energy","UPS Systems","Set","10","10","10","10","0","Operational","In Stock","Yes","Unassigned","ADM-101","Lab Alpha-4","5","2026-08-29","N/A","02:27:00 AM","Sample item 356 barcode auto-assigned on import"
"SER-1357","SKU-IN-1357","","Schneider Modicon Model 456 v2","Industrial Auto","Sensors","Pack","11","11","11","11","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Clean Room 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 357 barcode auto-assigned on import"
"SER-1358","SKU-FA-1358","","Honeywell Air Sensor Model 457 v3","Facility & Climate","Env Sensors","Piece","12","12","12","12","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Field Ops Station Delta","5","2026-08-29","N/A","02:27:00 AM","Sample item 358 barcode auto-assigned on import"
"SER-1359","SKU-RO-1359","","Skydio X2 Enterprise Model 458 v4","Robotics & Drones","Flight Controllers","Box","13","13","13","13","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Data Center West","5","2026-08-29","N/A","02:27:00 AM","Sample item 359 barcode auto-assigned on import"
"SER-1360","SKU-ME-1360","","Olympus CX23 Model 459 v5","Medical & Lab","Autoclaves","Kit","14","14","14","14","0","Operational","In Stock","Yes","Unassigned","ADM-101","Security Office","5","2026-08-29","N/A","02:27:00 AM","Sample item 360 barcode auto-assigned on import"
"SER-1361","SKU-CO-1361","","Dell Latitude Model 460 v1","Computing","Laptops","Unit","15","15","15","15","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Warehouse A-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 361 barcode auto-assigned on import"
"SER-1362","SKU-PE-1362","","Razer DeathAdder Model 461 v2","Peripherals","USB Hubs","Set","16","16","16","16","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Warehouse A-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 362 barcode auto-assigned on import"
"SER-1363","SKU-NE-1363","","TP-Link Omada Model 462 v3","Networking","Routers","Pack","17","17","17","17","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Warehouse B-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 363 barcode auto-assigned on import"
"SER-1364","SKU-OF-1364","","Epson WorkForce Pro Model 463 v4","Office Tech","3D Printers","Piece","18","18","18","18","0","Operational","In Stock","Yes","Unassigned","ADM-101","Warehouse B-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 364 barcode auto-assigned on import"
"SER-1365","SKU-SE-1365","","Axis Camera Model 464 v5","Security & Access","Access Control","Box","19","19","19","19","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Warehouse C-3","5","2026-08-29","N/A","02:27:00 AM","Sample item 365 barcode auto-assigned on import"
"SER-1366","SKU-FI-1366","","Axon Body 3 Model 465 v1","Field Ops","Rugged Tablets","Kit","20","20","20","20","0","Brand New","In Stock","Yes","Unassigned","ADM-101","HQ Floor 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 366 barcode auto-assigned on import"
"SER-1367","SKU-AU-1367","","Samsung Flip Pro Model 466 v2","Audio Visual","Soundbars","Unit","21","21","21","21","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","HQ Floor 4","5","2026-08-29","N/A","02:27:00 AM","Sample item 367 barcode auto-assigned on import"
"SER-1368","SKU-PO-1368","","Blue Sky Solar Model 467 v3","Power & Energy","Power Distribution","Set","22","22","22","22","0","Operational","In Stock","Yes","Unassigned","ADM-101","HQ Floor 7","5","2026-08-29","N/A","02:27:00 AM","Sample item 368 barcode auto-assigned on import"
"SER-1369","SKU-IN-1369","","Keyence Sensor Model 468 v4","Industrial Auto","Flow Meters","Pack","23","23","23","23","0","Good condition","In Stock","Yes","Unassigned","ADM-101","IT Room 101","5","2026-08-29","N/A","02:27:00 AM","Sample item 369 barcode auto-assigned on import"
"SER-1370","SKU-FA-1370","","Ecobee Smart Thermostat Model 469 v5","Facility & Climate","Dehumidifiers","Piece","24","24","24","24","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Service Bay 3","5","2026-08-29","N/A","02:27:00 AM","Sample item 370 barcode auto-assigned on import"
"SER-1371","SKU-RO-1371","","DJI Matrice 300 RTK Model 470 v1","Robotics & Drones","Inspection Drones","Box","25","25","25","25","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Lab Alpha-4","5","2026-08-29","N/A","02:27:00 AM","Sample item 371 barcode auto-assigned on import"
"SER-1372","SKU-ME-1372","","Mettler Toledo Balance Model 471 v2","Medical & Lab","Spectrophotometers","Kit","26","26","26","26","0","Operational","In Stock","Yes","Unassigned","ADM-101","Clean Room 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 372 barcode auto-assigned on import"
"SER-1373","SKU-CO-1373","","Asus ExpertBook Model 472 v3","Computing","Laptops","Unit","27","27","27","27","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Field Ops Station Delta","5","2026-08-29","N/A","02:27:00 AM","Sample item 373 barcode auto-assigned on import"
"SER-1374","SKU-PE-1374","","Logitech MX Master Model 473 v4","Peripherals","USB Hubs","Set","28","28","28","28","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Data Center West","5","2026-08-29","N/A","02:27:00 AM","Sample item 374 barcode auto-assigned on import"
"SER-1375","SKU-NE-1375","","FS.com 10G SFP+ Model 474 v5","Networking","Routers","Pack","29","29","29","29","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Security Office","5","2026-08-29","N/A","02:27:00 AM","Sample item 375 barcode auto-assigned on import"
"SER-1376","SKU-OF-1376","","Fellowes Powershred Model 475 v1","Office Tech","Printers","Piece","5","5","5","5","0","Operational","Low Stock","Yes","Unassigned","ADM-101","Warehouse A-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 376 barcode auto-assigned on import"
"SER-1377","SKU-SE-1377","","ZKTeco Biometric Model 476 v2","Security & Access","Smart Locks","Box","6","6","6","6","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Warehouse A-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 377 barcode auto-assigned on import"
"SER-1378","SKU-FI-1378","","CipherLab RS35 Model 477 v3","Field Ops","Barcode Scanners","Kit","7","7","7","7","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Warehouse B-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 378 barcode auto-assigned on import"
"SER-1379","SKU-AU-1379","","Sony SRG-X400 Model 478 v4","Audio Visual","PTZ Cameras","Unit","8","8","8","8","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Warehouse B-2","5","2026-08-29","N/A","02:27:00 AM","Sample item 379 barcode auto-assigned on import"
"SER-1380","SKU-PO-1380","","CyberPower OR2200LCD Model 479 v5","Power & Energy","Solar Inverters","Set","9","9","9","9","0","Operational","In Stock","Yes","Unassigned","ADM-101","Warehouse C-3","5","2026-08-29","N/A","02:27:00 AM","Sample item 380 barcode auto-assigned on import"
"SER-1381","SKU-IN-1381","","Siemens S7-1200 Model 480 v1","Industrial Auto","PLC Controllers","Pack","10","10","10","10","0","Good condition","In Stock","Yes","Unassigned","ADM-101","HQ Floor 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 381 barcode auto-assigned on import"
"SER-1382","SKU-FA-1382","","Sensaphone Remote Model 481 v2","Facility & Climate","Smart Thermostats","Piece","11","11","11","11","0","Brand New","In Stock","Yes","Unassigned","ADM-101","HQ Floor 4","5","2026-08-29","N/A","02:27:00 AM","Sample item 382 barcode auto-assigned on import"
"SER-1383","SKU-RO-1383","","Livox Mid-70 Model 482 v3","Robotics & Drones","Robotic Arms","Box","12","12","12","12","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","HQ Floor 7","5","2026-08-29","N/A","02:27:00 AM","Sample item 383 barcode auto-assigned on import"
"SER-1384","SKU-ME-1384","","Thermo Scientific Pico 17 Model 483 v4","Medical & Lab","Thermal Cyclers","Kit","13","13","13","13","0","Operational","In Stock","Yes","Unassigned","ADM-101","IT Room 101","5","2026-08-29","N/A","02:27:00 AM","Sample item 384 barcode auto-assigned on import"
"SER-1385","SKU-CO-1385","","Apple iMac Model 484 v5","Computing","Laptops","Unit","14","14","14","14","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Service Bay 3","5","2026-08-29","N/A","02:27:00 AM","Sample item 385 barcode auto-assigned on import"
"SER-1386","SKU-PE-1386","","Dell Thunderbolt Dock Model 485 v1","Peripherals","USB Hubs","Set","15","15","15","15","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Lab Alpha-4","5","2026-08-29","N/A","02:27:00 AM","Sample item 386 barcode auto-assigned on import"
"SER-1387","SKU-NE-1387","","Fortinet FortiGate 60F Model 486 v2","Networking","Routers","Pack","16","16","16","16","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Clean Room 2","5","2026-08-29","N/A","02:27:00 AM","Sample item 387 barcode auto-assigned on import"
"SER-1388","SKU-OF-1388","","Zebra ZD421 Model 487 v3","Office Tech","Scanners","Piece","17","17","17","17","0","Operational","In Stock","Yes","Unassigned","ADM-101","Field Ops Station Delta","5","2026-08-29","N/A","02:27:00 AM","Sample item 388 barcode auto-assigned on import"
"SER-1389","SKU-SE-1389","","Yale Smart Lock Pro Model 488 v4","Security & Access","Intrusion Detectors","Box","18","18","18","18","0","Good condition","In Stock","Yes","Unassigned","ADM-101","Data Center West","5","2026-08-29","N/A","02:27:00 AM","Sample item 389 barcode auto-assigned on import"
"SER-1390","SKU-FI-1390","","Honeywell Voyager Model 489 v5","Field Ops","Thermal Printers","Kit","19","19","19","19","0","Brand New","In Stock","Yes","Unassigned","ADM-101","Security Office","5","2026-08-29","N/A","02:27:00 AM","Sample item 390 barcode auto-assigned on import"
"SER-1391","SKU-AU-1391","","Epson Pro EX10000 Model 490 v1","Audio Visual","Projectors","Unit","20","20","20","20","0","Inspected - Good","In Stock","Yes","Unassigned","ADM-101","Warehouse A-1","5","2026-08-29","N/A","02:27:00 AM","Sample item 391 barcode auto-assigned on import"
